Id,Pred
2022_1103_1104,0.19417081205311087
2022_1103_1112,7.323705159550391e-06
2022_1103_1116,0.23233808030623718
2022_1103_1120,0.015036961229499355
2022_1103_1124,0.03880822153698323
2022_1103_1129,0.47452567245253335
2022_1103_1136,0.8906135707396353
2022_1103_1151,0.37179166350307896
2022_1103_1159,0.4532622933227006
2022_1103_1161,0.30070029332699516
2022_1103_1163,0.057474717935317346
2022_1103_1166,0.24489025449641802
2022_1103_1168,0.4595673579147683
2022_1103_1172,0.4720383362529264
2022_1103_1174,0.4685316454103659
2022_1103_1181,0.0952157486192569
2022_1103_1209,0.33527775853789715
2022_1103_1211,3.3540162661207974e-08
2022_1103_1222,0.006610441611839034
2022_1103_1228,0.24642252135097623
2022_1103_1231,0.1795670834338313
2022_1103_1234,0.07228533723600043
2022_1103_1235,0.08527000142426289
2022_1103_1240,0.4703372767924295
2022_1103_1242,0.16338373453733546
2022_1103_1246,0.08184861266448785
2022_1103_1255,0.4605450341684296
2022_1103_1260,0.1732943681114851
2022_1103_1261,0.1459983807527252
2022_1103_1266,0.43184381383356363
2022_1103_1272,0.03226206117467993
2022_1103_1274,0.38212273371989025
2022_1103_1276,0.4670456553869187
2022_1103_1277,0.4306320215625471
2022_1103_1286,0.4013882022938709
2022_1103_1293,0.30203574712666426
2022_1103_1308,0.43149726455846005
2022_1103_1313,0.35481484668989194
2022_1103_1314,0.3132377917609556
2022_1103_1323,0.49469354618734496
2022_1103_1326,0.49250349953894407
2022_1103_1344,0.43760751125514585
2022_1103_1345,0.2934637298986021
2022_1103_1350,0.46061167013504006
2022_1103_1353,0.2355859214008364
2022_1103_1355,0.23387963104650275
2022_1103_1361,0.40410413336724954
2022_1103_1362,0.24698678930877446
2022_1103_1371,0.2833830372392164
2022_1103_1388,0.2942406347946887
2022_1103_1389,0.03763453568397345
2022_1103_1394,0.10934274688024123
2022_1103_1395,0.3966882126279724
2022_1103_1397,0.03728444838831511
2022_1103_1400,0.08384166381685276
2022_1103_1403,0.2699046358558842
2022_1103_1411,0.5692804109567378
2022_1103_1412,0.16982527335260092
