Id,Pred
2022_1103_1104,0.21493138409234908
2022_1103_1112,0.1394821719904991
2022_1103_1116,0.14491777311162132
2022_1103_1120,0.0542080239929432
2022_1103_1124,0.0655398355754686
2022_1103_1129,0.14534879954609925
2022_1103_1136,0.4788615792322704
2022_1103_1151,0.20218755776278002
2022_1103_1159,0.46201637460368916
2022_1103_1161,0.1844629822419752
2022_1103_1163,0.15925201044382367
2022_1103_1166,0.23060766375000122
2022_1103_1168,0.392519596374758
2022_1103_1172,0.25464988909769887
2022_1103_1174,0.2213197119581908
2022_1103_1181,0.07796198392781786
2022_1103_1209,0.4312857176401932
2022_1103_1211,0.04758470694484373
2022_1103_1222,0.048534691600252554
2022_1103_1228,0.15536837255333721
2022_1103_1231,0.22510312830405854
2022_1103_1234,0.0951418754825531
2022_1103_1235,0.19530051595788306
2022_1103_1240,0.5302149434474406
2022_1103_1242,0.09048091603804952
2022_1103_1246,0.06832864766074112
2022_1103_1255,0.39027818366284533
2022_1103_1260,0.17436644455008868
2022_1103_1261,0.11861304877964617
2022_1103_1266,0.27513730062545094
2022_1103_1272,0.2052655168428113
2022_1103_1274,0.25392572740046054
2022_1103_1276,0.24716959535738786
2022_1103_1277,0.3193194673753809
2022_1103_1286,0.3370957279957089
2022_1103_1293,0.15127798737284956
2022_1103_1308,0.3135031737092686
2022_1103_1313,0.651603530681851
2022_1103_1314,0.2673142310771542
2022_1103_1323,0.3593488513648145
2022_1103_1326,0.16768546878427845
2022_1103_1344,0.20566752202402336
2022_1103_1345,0.14972642984948742
2022_1103_1350,0.3077590805198544
2022_1103_1353,0.25051696543972496
2022_1103_1355,0.3694682468910595
2022_1103_1361,0.17535291554954802
2022_1103_1362,0.10566520153408725
2022_1103_1371,0.09517166358394794
2022_1103_1388,0.14388568386025702
2022_1103_1389,0.3774371978421129
2022_1103_1394,0.5782310719510614
2022_1103_1395,0.21182202110296067
2022_1103_1397,0.10606046283991999
2022_1103_1400,0.09285971258959919
2022_1103_1403,0.07933932905452906
2022_1103_1411,0.5
2022_1103_1412,0.20012079544493575
2022_1103_1417,0.06847579862060538
2022_1103_1425,0.169822609156563
2022_1103_1436,0.2858652088422224
2022_1103_1437,0.05216853339794935
2022_1103_1439,0.20479255498632545
2022_1103_1458,0.17067400041004177
2022_1103_1460,0.3842258535329411
2022_1103_1461,0.3404518873741461
2022_1103_1463,0.2727412805568684
2022_1104_1112,0.37084894968350085
2022_1104_1116,0.38197457053394396
2022_1104_1120,0.17384971941958316
2022_1104_1124,0.2048694841812414
2022_1104_1129,0.38283994878275196
2022_1104_1136,0.7712152694013737
2022_1104_1151,0.48183362946794733
2022_1104_1159,0.7590772339757458
2022_1104_1161,0.4535324371442407
2022_1104_1163,0.4095860784534484
2022_1104_1166,0.5237202581732278
2022_1104_1168,0.7042945953220461
2022_1104_1172,0.556151651908674
2022_1104_1174,0.5104694860521881
2022_1104_1181,0.2370554459966371
2022_1104_1209,0.7357443603311455
2022_1104_1211,0.1549398485180144
2022_1104_1222,0.1576884255394218
2022_1104_1228,0.4023277859650994
2022_1104_1231,0.5159169197535444
2022_1104_1234,0.2787098960275557
2022_1104_1235,0.4710541641726693
2022_1104_1240,0.8054661145109846
2022_1104_1242,0.2677187949368923
2022_1104_1246,0.21225577422626934
2022_1104_1255,0.70241669288174
2022_1104_1260,0.4365235149236123
2022_1104_1261,0.3308480153587089
2022_1104_1266,0.5817361600763853
2022_1104_1272,0.48656754563715215
2022_1104_1274,0.5552132943979989
2022_1104_1276,0.5463447980668765
2022_1104_1277,0.6309416471732371
2022_1104_1286,0.6486734874173571
2022_1104_1293,0.3945116629161706
2022_1104_1308,0.6248984340236639
2022_1104_1313,0.8740104155946664
2022_1104_1314,0.5721842331649023
2022_1104_1323,0.6722816963257517
2022_1104_1326,0.4248550477627803
2022_1104_1344,0.4871821184812674
2022_1104_1345,0.3914979389718684
2022_1104_1350,0.6188071399046073
2022_1104_1353,0.5507645575782486
2022_1104_1355,0.6847255466778488
2022_1104_1361,0.43821719607545356
2022_1104_1362,0.3027267945266406
2022_1104_1371,0.27877942579422726
2022_1104_1388,0.37989266014583706
2022_1104_1389,0.6915518672354017
2022_1104_1394,0.8342831289244174
2022_1104_1395,0.5
2022_1104_1397,0.3036080370279922
2022_1104_1400,0.27335616950177727
2022_1104_1403,0.24051347989591715
2022_1104_1411,0.7826398565799673
2022_1104_1412,0.4786263234971756
2022_1104_1417,0.2126428740079659
2022_1104_1425,0.4286262567631378
2022_1104_1436,0.5944089699464234
2022_1104_1437,0.16808955678630677
2022_1104_1439,0.48584340494169714
2022_1104_1458,0.4301182924189397
2022_1104_1460,0.697317696055411
2022_1104_1461,0.6519028239957941
2022_1104_1463,0.5788387841718557
2022_1112_1116,0.5122258089306885
2022_1112_1120,0.2621285104670566
2022_1112_1124,0.3030544644191817
2022_1112_1129,0.5130916335018255
2022_1112_1136,0.8504765180022474
2022_1112_1151,0.6099107472957962
2022_1112_1159,0.8416803444890316
2022_1112_1161,0.5831362033472871
2022_1112_1163,0.5398654213564361
2022_1112_1166,0.6475045336523887
2022_1112_1168,0.8007502809265628
2022_1112_1172,0.67896004161556
2022_1112_1174,0.6358731755600439
2022_1112_1181,0.34396192984158636
2022_1112_1209,0.8244977621797231
2022_1112_1211,0.23641324378085474
2022_1112_1222,0.240188730685078
2022_1112_1228,0.5326068283857269
2022_1112_1231,0.6406829090335946
2022_1112_1234,0.39357616391590405
2022_1112_1235,0.5998384079231205
2022_1112_1240,0.8747880117140215
2022_1112_1242,0.37977236148119287
2022_1112_1246,0.3125793667114957
2022_1112_1255,0.7993103869092363
2022_1112_1260,0.566579564709651
2022_1112_1261,0.4547894689473714
2022_1112_1266,0.7014550924277445
2022_1112_1272,0.614282750517798
2022_1112_1274,0.6781272126922675
2022_1112_1276,0.6668656064289392
2022_1112_1277,0.7438434995043224
2022_1112_1286,0.7589038037392936
2022_1112_1293,0.5247795553884846
2022_1112_1308,0.7386861902311692
2022_1112_1313,0.9212935320952539
2022_1112_1314,0.693101586008967
2022_1112_1323,0.7787668122216378
2022_1112_1326,0.5550655121450044
2022_1112_1344,0.6148480111418404
2022_1112_1345,0.5217606342173785
2022_1112_1350,0.7334752547575473
2022_1112_1353,0.6705829385262253
2022_1112_1355,0.7856215262666147
2022_1112_1361,0.5682413217574038
2022_1112_1362,0.42251178182882954
2022_1112_1371,0.3936622374052958
2022_1112_1388,0.5101435320939934
2022_1112_1389,0.7909302568577964
2022_1112_1394,0.8946789705397097
2022_1112_1395,0.6233399080517483
2022_1112_1397,0.42354650165740276
2022_1112_1400,0.3869026326858802
2022_1112_1403,0.3482659903344742
2022_1112_1411,0.8586684952330844
2022_1112_1412,0.6069306999930055
2022_1112_1417,0.31307626587730525
2022_1112_1425,0.5587984086795044
2022_1112_1436,0.7124666955770219
2022_1112_1437,0.25435895895693583
2022_1112_1439,0.6136160259290172
2022_1112_1458,0.5602723953922125
2022_1112_1460,0.7953880242311562
2022_1112_1461,0.7616344850838012
2022_1112_1463,0.6989264151498731
2022_1116_1120,0.25361908570182684
2022_1116_1124,0.2937467111599601
2022_1116_1129,0.5
2022_1116_1136,0.8447340972063606
2022_1116_1151,0.5995412090869725
2022_1116_1159,0.835665389781245
2022_1116_1161,0.5724146691278846
2022_1116_1163,0.5288164200681996
2022_1116_1166,0.6377788842196672
2022_1116_1168,0.7935617201602094
2022_1116_1172,0.665891540354572
2022_1116_1174,0.6259344788249441
2022_1116_1181,0.334000047293249
2022_1116_1209,0.8179711936562557
2022_1116_1211,0.22847769466624754
2022_1116_1222,0.23216547263935394
2022_1116_1228,0.5215314792783403
2022_1116_1231,0.6308311740638283
2022_1116_1234,0.38249338914126807
2022_1116_1235,0.5893239709786401
2022_1116_1240,0.8698363599045732
2022_1116_1242,0.36863730389026944
2022_1116_1246,0.30310637597229273
2022_1116_1255,0.7920833663332533
2022_1116_1260,0.5556968413275862
2022_1116_1261,0.44373821147731085
2022_1116_1266,0.6920617581566296
2022_1116_1272,0.6039803719790174
2022_1116_1274,0.6650934553492488
2022_1116_1276,0.6575093323128787
2022_1116_1277,0.7352805602342786
2022_1116_1286,0.7506755700077196
2022_1116_1293,0.5136838946847943
2022_1116_1308,0.7300134219019101
2022_1116_1313,0.9180086211367886
2022_1116_1314,0.6835639848711461
2022_1116_1323,0.7710119350361567
2022_1116_1326,0.5440972052136812
2022_1116_1344,0.6045544932675809
2022_1116_1345,0.5106592376003716
2022_1116_1350,0.7246939940255757
2022_1116_1353,0.6612985690205825
2022_1116_1355,0.7780384450884079
2022_1116_1361,0.5573727427210164
2022_1116_1362,0.41148140759006246
2022_1116_1371,0.3825797352703663
2022_1116_1388,0.5
2022_1116_1389,0.7834832057863547
2022_1116_1394,0.8904153884140199
2022_1116_1395,0.6131840930202699
2022_1116_1397,0.4125165857038122
2022_1116_1400,0.37579666097724007
2022_1116_1403,0.3382437256077086
2022_1116_1411,0.8531863707150409
2022_1116_1412,0.5965168251450624
2022_1116_1417,0.3035948697149873
2022_1116_1425,0.5478554844364243
2022_1116_1436,0.7032732697931255
2022_1116_1437,0.24601710052057177
2022_1116_1439,0.6033032476358534
2022_1116_1458,0.5493401152878468
2022_1116_1460,0.788057209172635
2022_1116_1461,0.7534691724166153
2022_1116_1463,0.6894887380139259
2022_1120_1124,0.5514134464280975
2022_1120_1129,0.7487120839888773
2022_1120_1136,0.9388568912652691
2022_1120_1151,0.8160541184091272
2022_1120_1159,0.9376236555585223
2022_1120_1161,0.7983939274298186
2022_1120_1163,0.7683913753023488
2022_1120_1166,0.8399013892504431
2022_1120_1168,0.9191138524959475
2022_1120_1172,0.8567273765123128
2022_1120_1174,0.8326348325502774
2022_1120_1181,0.5966418480871153
2022_1120_1209,0.9299877153152666
2022_1120_1211,0.4667828668039154
2022_1120_1222,0.4719665653835697
2022_1120_1228,0.7631489623583507
2022_1120_1231,0.8356516838087458
2022_1120_1234,0.6461044672531063
2022_1120_1235,0.8094813789920707
2022_1120_1240,0.949953089145899
2022_1120_1242,0.6339362239578284
2022_1120_1246,0.5623903776105758
2022_1120_1255,0.9184421976333983
2022_1120_1260,0.7871485284859492
2022_1120_1261,0.7022808832833373
2022_1120_1266,0.8691666553706854
2022_1120_1272,0.8188819960687584
2022_1120_1274,0.8562580727449228
2022_1120_1276,0.8517734184916206
2022_1120_1277,0.8914285742582064
2022_1120_1286,0.8989901926114118
2022_1120_1293,0.7574200256270686
2022_1120_1308,0.8887984325719889
2022_1120_1313,0.9699140968874055
2022_1120_1314,0.864600011607941
2022_1120_1323,0.9087005325342852
2022_1120_1326,0.7791626953980298
2022_1120_1344,0.8192465327549009
2022_1120_1345,0.7551887153001661
2022_1120_1350,0.8861194283624977
2022_1120_1353,0.8540196737536033
2022_1120_1355,0.9119843906393735
2022_1120_1361,0.7882894911174132
2022_1120_1362,0.6708063956504223
2022_1120_1371,0.6461796118023166
2022_1120_1388,0.7464856176623799
2022_1120_1389,0.9145045028518035
2022_1120_1394,0.9586932179866025
2022_1120_1395,0.8246936562932057
2022_1120_1397,0.67166797056188
2022_1120_1400,0.6402501977433015
2022_1120_1403,0.6011141229719433
2022_1120_1411,0.9426467528960063
2022_1120_1412,0.8141179783023573
2022_1120_1417,0.5629555395581902
2022_1120_1425,0.7817674331524649
2022_1120_1436,0.8750938724414528
2022_1120_1437,0.49097505960561766
2022_1120_1439,0.8184517083851603
2022_1120_1458,0.7827917425790627
2022_1120_1460,0.9166052592529754
2022_1120_1461,0.900342602424383
2022_1120_1463,0.8677907548948608
2022_1124_1129,0.7088130664876519
2022_1124_1136,0.9292741325237294
2022_1124_1151,0.7837594642403315
2022_1124_1159,0.9247030558989501
2022_1124_1161,0.7638958093237116
2022_1124_1163,0.7304922945792361
2022_1124_1166,0.8108228736773876
2022_1124_1168,0.9027567674928793
2022_1124_1172,0.8300866357550518
2022_1124_1174,0.80254680192359
2022_1124_1181,0.5477070168436154
2022_1124_1209,0.9156277337704929
2022_1124_1211,0.4165668037103481
2022_1124_1222,0.4217247408671996
2022_1124_1228,0.7246993783257719
2022_1124_1231,0.8059796183760792
2022_1124_1234,0.6003714745187021
2022_1124_1235,0.7763490378287226
2022_1124_1240,0.9390639054151383
2022_1124_1242,0.5872687860565449
2022_1124_1246,0.5122872094959463
2022_1124_1255,0.9019637751185297
2022_1124_1260,0.7513254754769835
2022_1124_1261,0.6556595661092097
2022_1124_1266,0.8444188474473303
2022_1124_1272,0.7869542018440472
2022_1124_1274,0.829547431203857
2022_1124_1276,0.8244003416001028
2022_1124_1277,0.8702631336381742
2022_1124_1286,0.879098920720755
2022_1124_1293,0.7183836046041361
2022_1124_1308,0.8671966478290442
2022_1124_1313,0.9632493500034578
2022_1124_1314,0.8391482728528288
2022_1124_1323,0.8904885264994381
2022_1124_1326,0.7424353864405275
2022_1124_1344,0.7873663127790842
2022_1124_1345,0.7159278908434258
2022_1124_1350,0.8640768161681828
2022_1124_1353,0.8269771429301571
2022_1124_1355,0.8943512774987965
2022_1124_1361,0.7525981109799834
2022_1124_1362,0.6271683839783734
2022_1124_1371,0.6004526290995927
2022_1124_1388,0.7063717212842935
2022_1124_1389,0.8973194280542675
2022_1124_1394,0.9496263768791507
2022_1124_1395,0.7935320312841552
2022_1124_1397,0.6281063023325923
2022_1124_1400,0.5940576670878841
2022_1124_1403,0.552397646317149
2022_1124_1411,0.9334866368075602
2022_1124_1412,0.781574389535991
2022_1124_1417,0.5128646843885813
2022_1124_1425,0.7453317333303607
2022_1124_1436,0.8512753686463937
2022_1124_1437,0.44061436101668316
2022_1124_1439,0.7864678422142437
2022_1124_1458,0.74647160046353
2022_1124_1460,0.899796181866963
2022_1124_1461,0.8806823052104027
2022_1124_1463,0.8428297545671808
2022_1129_1136,0.8442789933152111
2022_1129_1151,0.5987264711287413
2022_1129_1159,0.8351888910569845
2022_1129_1161,0.5715740885423845
2022_1129_1163,0.527953360768059
2022_1129_1166,0.6370132111845903
2022_1129_1168,0.7929933825988985
2022_1129_1172,0.6651671783957305
2022_1129_1174,0.6251523839946801
2022_1129_1181,0.3332295576815812
2022_1129_1209,0.8174545977962914
2022_1129_1211,0.22786701001757978
2022_1129_1222,0.23154793135401933
2022_1129_1228,0.5206668330693857
2022_1129_1231,0.6300557632142747
2022_1129_1234,0.38162791105686644
2022_1129_1235,0.5884984782923153
2022_1129_1240,0.8694434611893826
2022_1129_1242,0.36776719445011347
2022_1129_1246,0.3023747888443194
2022_1129_1255,0.7915120280724651
2022_1129_1260,0.554844861617534
2022_1129_1261,0.4428774154942234
2022_1129_1266,0.6913226758740082
2022_1129_1272,0.603170662566367
2022_1129_1274,0.6643678997091523
2022_1129_1276,0.6567724595192825
2022_1129_1277,0.7346054299940399
2022_1129_1286,0.75002635502399
2022_1129_1293,0.5128181311837039
2022_1129_1308,0.7293298033174117
2022_1129_1313,0.9177473804374771
2022_1129_1314,0.6828138546536722
2022_1129_1323,0.7703994781462261
2022_1129_1326,0.5432393831164901
2022_1129_1344,0.6037454491661767
2022_1129_1345,0.5097931945986711
2022_1129_1350,0.7240019984756164
2022_1129_1353,0.6605673429054842
2022_1129_1355,0.7774393567347532
2022_1129_1361,0.5565217459762463
2022_1129_1362,0.4106212712762147
2022_1129_1371,0.3817142821376885
2022_1129_1388,0.5
2022_1129_1389,0.7828947125172427
2022_1129_1394,0.8900767572395492
2022_1129_1395,0.6123854401103933
2022_1129_1397,0.41165652676888426
2022_1129_1400,0.37492909532818813
2022_1129_1403,0.33746840718940774
2022_1129_1411,0.8527517225187414
2022_1129_1412,0.5956987819850005
2022_1129_1417,0.30286261623957755
2022_1129_1425,0.5469993731668458
2022_1129_1436,0.7025495309919673
2022_1129_1437,0.24537461898741
2022_1129_1439,0.6024927578920161
2022_1129_1458,0.5484847275704342
2022_1129_1460,0.7874777758115428
2022_1129_1461,0.7528248366005488
2022_1129_1463,0.6887462576134669
2022_1136_1151,0.2169484189939789
2022_1136_1159,0.4842282039741525
2022_1136_1161,0.19825904567774094
2022_1136_1163,0.17156809743040002
2022_1136_1166,0.2467913244794529
2022_1136_1168,0.41464441446733397
2022_1136_1172,0.2719201015939344
2022_1136_1174,0.23705495051385944
2022_1136_1181,0.08460591705152733
2022_1136_1209,0.45340289374592635
2022_1136_1211,0.051781302259307126
2022_1136_1222,0.05281041741280787
2022_1136_1228,0.16744479814105329
2022_1136_1231,0.24102296093844527
2022_1136_1234,0.1030948601174479
2022_1136_1235,0.20969370450142166
2022_1136_1240,0.5522758938873921
2022_1136_1242,0.09808420150013684
2022_1136_1246,0.07421479142704099
2022_1136_1255,0.41241110787480634
2022_1136_1260,0.18758534134047958
2022_1136_1261,0.12826252291116125
2022_1136_1266,0.2932487134500925
2022_1136_1272,0.22018777825736777
2022_1136_1274,0.27116477752858426
2022_1136_1276,0.2641132241742106
2022_1136_1277,0.338978365156242
2022_1136_1286,0.35360214434853704
2022_1136_1293,0.16309854570574667
2022_1136_1308,0.33297918166075136
2022_1136_1313,0.6703869718885997
2022_1136_1314,0.2851136591111405
2022_1136_1323,0.381686851892316
2022_1136_1326,0.1805111165701997
2022_1136_1344,0.22061073115837893
2022_1136_1345,0.16144900376738117
2022_1136_1350,0.32704827833783157
2022_1136_1353,0.26760802103174763
2022_1136_1355,0.3917208547975719
2022_1136_1361,0.1886291063184084
2022_1136_1362,0.11439235568337694
2022_1136_1371,0.10312686986462194
2022_1136_1388,0.15523480009434992
2022_1136_1389,0.399634639071121
2022_1136_1394,0.5994369406582255
2022_1136_1395,0.22708212907787528
2022_1136_1397,0.1148162724125179
2022_1136_1400,0.10064198717288253
2022_1136_1403,0.08609022578349293
2022_1136_1411,0.5175880960919317
2022_1136_1412,0.21477227167022564
2022_1136_1417,0.0743736448043405
2022_1136_1425,0.18277504529359
2022_1136_1436,0.3043858819844247
2022_1136_1437,0.056745365170124816
2022_1136_1439,0.2196901321573978
2022_1136_1458,0.18367668505547388
2022_1136_1460,0.40638535974537326
2022_1136_1461,0.35738605869893586
2022_1136_1463,0.2907583523469611
2022_1151_1159,0.7729025541070224
2022_1151_1161,0.472747404074896
2022_1151_1163,0.4287257049891207
2022_1151_1166,0.5428968890073118
2022_1151_1168,0.7201044774256684
2022_1151_1172,0.5749653367041652
2022_1151_1174,0.5297169367193584
2022_1151_1181,0.25129431106976635
2022_1151_1209,0.7504684990703256
2022_1151_1211,0.16533669820633876
2022_1151_1222,0.1682325164476409
2022_1151_1228,0.4214752716203182
2022_1151_1231,0.5351402140848673
2022_1151_1234,0.29448078958163154
2022_1151_1235,0.4903155610323453
2022_1151_1240,0.8172702367369957
