team_id,title_probability,TeamName
1196,0.4890590087056183,Florida
1181,0.29905872399806915,Duke
1276,0.11657290607594388,Michigan
1112,0.04829670868001691,Arizona
1438,0.022863020653126228,Virginia
1222,0.009252343651770481,Houston
1228,0.0045777671763941805,Illinois
1163,0.003700104346321008,Connecticut
1345,0.0022559868805544898,Purdue
1235,0.0012542979001579342,Iowa St
1211,0.0012364297240728818,Gonzaga
1277,0.00038570901065550174,Michigan St
1116,0.00021688145665564105,Arkansas
1104,0.0002163568004292503,Alabama
1242,0.00015672280938362038,Kansas
1304,7.019858675074419e-05,Nebraska
1403,6.38651934901271e-05,Texas Tech
1437,6.052339947716804e-05,Villanova
1103,5.606937263738055e-05,Akron
1435,5.154827792796302e-05,Vanderbilt
1397,3.9933485200508906e-05,Tennessee
1429,3.852844355694194e-05,Utah St
1458,3.2847720706862725e-05,Wisconsin
1140,3.228241703925038e-05,BYU
1208,3.148556727789208e-05,Georgia
1387,2.818121030810706e-05,St Louis
1257,2.7991059464614504e-05,Louisville
1220,2.543839355080241e-05,Hofstra
1320,2.2749930619795684e-05,Northern Iowa
1385,2.2527126580695855e-05,St John's
1365,2.1460288128913155e-05,Santa Clara
1281,1.8236647325468706e-05,Missouri
1219,1.8193694884575848e-05,High Point
1155,1.470029462194156e-05,Clemson
1326,1.4418683863767682e-05,Ohio St
1234,1.356951209650871e-05,Iowa
1407,1.299681201677967e-05,Troy
1417,1.259514080315181e-05,UCLA
1270,1.2454507229717351e-05,McNeese St
1218,1.2129989317775658e-05,Hawaii
1378,1.2040860244173738e-05,South Florida
1275,1.139982065356474e-05,Miami OH
1314,1.0546073877649146e-05,North Carolina
1388,1.0183001357997742e-05,St Mary's CA
1395,9.706952494699058e-06,TCU
1465,8.998117131950533e-06,Cal Baptist
1274,8.330641001729692e-06,Miami FL
1374,8.227597748703783e-06,SMU
1460,7.988080297747564e-06,Wright St
1400,6.420889928747465e-06,Texas
1416,6.396700367606455e-06,UCF
1246,5.757343536076222e-06,Kentucky
1433,4.75836018720793e-06,VCU
1401,4.259865944988085e-06,Texas A&M
1244,3.865703976663396e-06,Kennesaw
1301,3.5547561598993154e-06,NC State
1202,3.255205882781721e-06,Furman
1335,3.14855768464967e-06,Penn
1373,2.8100856585466084e-06,Siena
1474,1.9105999711974798e-06,Queens NC
1295,1.809042408367854e-06,N Dakota St
1225,1.6019140312642786e-06,Idaho
1254,1.4749751502682478e-06,LIU Brooklyn
1398,1.3500140468280439e-06,Tennessee St
1420,9.205278791751498e-07,UMBC
1224,6.026234531352324e-07,Howard
1250,5.914724560243505e-07,Lehigh
1341,1.9659242105320967e-07,Prairie View
