TeamID,Points,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,Fouls,OppPoints,OppFGM,OppFGA,OppFGM3,OppFGA3,OppFTM,OppFTA,OppOR,OppDR,OppAst,OppTO,OppStl,OppBlk,OppFouls
1101.0,70.66666666666667,25.51851851851852,56.48148148148148,6.481481481481482,19.962962962962962,13.148148148148149,18.666666666666668,9.037037037037036,23.22222222222222,13.88888888888889,14.407407407407407,7.148148148148148,3.6296296296296298,21.037037037037038,72.81481481481481,24.77777777777778,54.2962962962963,6.62962962962963,19.74074074074074,16.62962962962963,23.444444444444443,9.925925925925926,25.037037037037038,12.037037037037036,15.481481481481481,6.518518518518518,2.925925925925926,17.666666666666668
1104.0,72.3529411764706,25.294117647058822,55.205882352941174,6.382352941176471,19.676470588235293,15.382352941176471,22.88235294117647,10.029411764705882,26.264705882352942,12.529411764705882,14.147058823529411,6.411764705882353,5.470588235294118,19.0,69.97058823529412,24.176470588235293,58.55882352941177,6.9411764705882355,21.735294117647058,14.676470588235293,21.558823529411764,11.588235294117647,24.5,11.617647058823529,13.176470588235293,6.588235294117647,3.764705882352941,19.970588235294116
1107.0,73.3225806451613,25.870967741935484,56.903225806451616,5.709677419354839,15.516129032258064,15.870967741935484,21.032258064516128,11.612903225806452,25.258064516129032,12.516129032258064,11.741935483870968,4.709677419354839,2.935483870967742,16.258064516129032,67.90322580645162,25.29032258064516,56.483870967741936,6.612903225806452,20.29032258064516,10.709677419354838,15.32258064516129,8.129032258064516,21.967741935483872,13.548387096774194,11.419354838709678,5.580645161290323,4.258064516129032,19.548387096774192
1112.0,80.88235294117646,28.823529411764707,57.029411764705884,6.911764705882353,18.352941176470587,16.323529411764707,21.470588235294116,10.029411764705882,26.61764705882353,15.235294117647058,12.294117647058824,4.970588235294118,4.5588235294117645,17.5,71.17647058823529,25.176470588235293,58.38235294117647,7.235294117647059,20.558823529411764,13.588235294117647,18.558823529411764,8.882352941176471,20.11764705882353,12.647058823529411,11.647058823529411,6.176470588235294,2.6470588235294117,19.88235294117647
1113.0,83.51612903225806,27.967741935483872,60.25806451612903,8.935483870967742,24.548387096774192,18.64516129032258,25.258064516129032,9.903225806451612,25.322580645161292,14.161290322580646,10.709677419354838,6.580645161290323,3.5806451612903225,18.93548387096774,75.3225806451613,26.483870967741936,60.32258064516129,8.225806451612904,24.06451612903226,14.129032258064516,19.516129032258064,11.225806451612904,25.35483870967742,15.129032258064516,14.935483870967742,5.387096774193548,3.5161290322580645,21.70967741935484
1114.0,62.166666666666664,22.7,54.233333333333334,6.066666666666666,19.1,10.7,17.433333333333334,9.9,23.833333333333332,11.566666666666666,14.666666666666666,4.633333333333334,2.9,19.566666666666666,70.4,23.6,54.63333333333333,8.266666666666667,23.566666666666666,14.933333333333334,22.166666666666668,10.8,25.1,13.466666666666667,13.433333333333334,5.633333333333334,3.7666666666666666,16.733333333333334
1116.0,81.08823529411765,28.970588235294116,60.6764705882353,7.794117647058823,19.441176470588236,15.352941176470589,22.647058823529413,10.176470588235293,24.58823529411765,14.470588235294118,11.0,6.235294117647059,4.617647058823529,20.205882352941178,75.52941176470588,24.794117647058822,57.911764705882355,8.529411764705882,24.058823529411764,17.41176470588235,24.0,11.352941176470589,24.470588235294116,13.588235294117647,14.0,4.764705882352941,3.676470588235294,19.470588235294116
1120.0,83.375,27.125,61.78125,9.75,26.625,19.375,24.65625,12.125,26.03125,14.4375,12.25,7.4375,5.40625,19.875,73.3125,24.5625,57.78125,8.0625,22.78125,16.125,22.1875,10.25,24.5625,12.8125,15.25,6.15625,3.28125,20.65625
1122.0,71.73333333333333,25.833333333333332,57.833333333333336,6.133333333333334,17.2,13.933333333333334,20.966666666666665,12.466666666666667,21.766666666666666,12.5,14.066666666666666,5.966666666666667,2.8666666666666667,20.033333333333335,72.96666666666667,25.066666666666666,53.13333333333333,7.333333333333333,19.6,15.5,21.466666666666665,9.233333333333333,23.5,12.4,15.4,5.6,4.066666666666666,20.933333333333334
1124.0,74.48387096774194,27.129032258064516,58.70967741935484,6.161290322580645,17.580645161290324,14.064516129032258,19.0,11.806451612903226,26.161290322580644,14.32258064516129,13.516129032258064,5.548387096774194,4.32258064516129,18.225806451612904,69.35483870967742,24.419354838709676,59.03225806451613,7.483870967741935,22.580645161290324,13.03225806451613,18.193548387096776,10.903225806451612,21.612903225806452,14.419354838709678,11.806451612903226,5.645161290322581,4.387096774193548,18.06451612903226
