team_id,title_probability,TeamName
1181,0.2461216624111553,Duke
1276,0.21277056851501003,Michigan
1112,0.15551927874744034,Arizona
1196,0.052810523646208404,Florida
1222,0.045783121640796454,Houston
1211,0.04138451177366654,Gonzaga
1345,0.040640739953193575,Purdue
1277,0.027573255189401968,Michigan St
1228,0.02274535948914385,Illinois
1435,0.020835897361617416,Vanderbilt
1163,0.01975352863235057,Connecticut
1438,0.019688903034398308,Virginia
1235,0.017611165962959585,Iowa St
1116,0.013307022010609659,Arkansas
1104,0.009349570395146608,Alabama
1242,0.008388435026221207,Kansas
1403,0.00740395124061785,Texas Tech
1304,0.007330136063210247,Nebraska
1385,0.006154380883747955,St John's
1257,0.0044970192921293985,Louisville
1397,0.004157782960607831,Tennessee
1314,0.0037708837919060226,North Carolina
1458,0.0025125823783394684,Wisconsin
1140,0.0015604609638083186,BYU
1429,0.0015297013505722933,Utah St
1274,0.0011125452565346197,Miami FL
1417,0.0007639260630881025,UCLA
1155,0.0007563610323451334,Clemson
1387,0.0007221229347478355,St Louis
1246,0.0007130927589864815,Kentucky
1326,0.00041208861984551396,Ohio St
1301,0.00033602676501010313,NC State
1388,0.0002911507012256486,St Mary's CA
1234,0.00027803527345504137,Iowa
1401,0.0002532234461424519,Texas A&M
1395,0.00021454070698154613,TCU
1407,0.000151503231527923,Troy
1416,0.00014405551178819822,UCF
1208,0.00011481764157515605,Georgia
1378,0.00011192724192725057,South Florida
1437,0.00011130985697239683,Villanova
1365,0.00010926028090421228,Santa Clara
1374,7.656724720779007e-05,SMU
1281,7.33213872870927e-05,Missouri
1433,5.051279145466238e-05,VCU
1400,2.893129186058448e-06,Texas
1275,2.3139744496743867e-07,Miami OH
1103,1.6012946718096522e-08,Akron
1320,1.535537991587247e-08,Northern Iowa
1220,9.724424575519475e-09,Hofstra
1270,2.438892500167146e-09,McNeese St
1465,1.3363192180933833e-10,Cal Baptist
1218,1.302535226596663e-10,Hawaii
1335,1.1440759903182635e-10,Penn
1219,3.5228673465264687e-11,High Point
1244,2.983373208203666e-11,Kennesaw
1398,2.7846920866359158e-11,Tennessee St
1460,6.066283165690137e-12,Wright St
1224,5.949153569321338e-13,Howard
1202,2.989227687020365e-13,Furman
1295,1.8294494291042259e-13,N Dakota St
1474,5.977609604776477e-14,Queens NC
1225,3.2240473512819075e-14,Idaho
1373,1.5698713670845623e-14,Siena
1254,3.744085473707748e-15,LIU Brooklyn
1420,1.6392075413189418e-15,UMBC
1250,7.724404587339278e-17,Lehigh
1341,2.077636817727416e-17,Prairie View
