ID,Pred
2021_1101_1104,0.3300603578785416
2021_1101_1111,0.688463944320219
2021_1101_1116,0.30735427248843517
2021_1101_1124,0.15278078271563633
2021_1101_1140,0.3074047191309969
2021_1101_1155,0.38497668871330004
2021_1101_1156,0.6873239027378242
2021_1101_1159,0.5225453437439616
2021_1101_1160,0.26678565383103847
2021_1101_1163,0.4319141865039545
2021_1101_1166,0.4411525006372231
2021_1101_1179,0.39012308369995996
2021_1101_1180,0.6422602214119171
2021_1101_1186,0.6625745902236329
2021_1101_1196,0.43599279600557894
2021_1101_1199,0.2789257551650989
2021_1101_1207,0.6199096597852627
2021_1101_1210,0.3317171262073405
2021_1101_1211,0.21134884525427688
2021_1101_1213,0.6590183392620881
2021_1101_1216,0.6770923403276969
2021_1101_1222,0.15722100119359017
2021_1101_1228,0.27374987567106523
2021_1101_1233,0.7165817164659997
2021_1101_1234,0.2046314005939749
2021_1101_1242,0.29242796153793105
2021_1101_1251,0.5205417218740022
2021_1101_1260,0.37720714524362176
2021_1101_1261,0.5110891981484743
2021_1101_1268,0.4813087516367466
2021_1101_1276,0.2916542726625412
2021_1101_1277,0.537837884792064
2021_1101_1281,0.5091487038531877
2021_1101_1287,0.5147498019898111
2021_1101_1291,0.6327694717512251
2021_1101_1313,0.7138855621624403
2021_1101_1314,0.48520948374528483
2021_1101_1317,0.5857938831894437
2021_1101_1325,0.5023680890721551
2021_1101_1326,0.28537793924399446
2021_1101_1328,0.3106600976134959
2021_1101_1329,0.4804008213818808
2021_1101_1331,0.7780678189176398
2021_1101_1332,0.44910705862678635
2021_1101_1333,0.5057631411172553
2021_1101_1345,0.32186932471148577
2021_1101_1353,0.5061642509785913
2021_1101_1361,0.295049820380601
2021_1101_1364,0.5219082979663401
2021_1101_1382,0.3448513338271433
2021_1101_1393,0.4979299059669824
2021_1101_1397,0.2822096590694426
2021_1101_1400,0.3278764092537765
2021_1101_1403,0.20808678584593765
2021_1101_1411,0.7392450853414712
2021_1101_1417,0.4803351595583055
2021_1101_1422,0.5216327680108435
2021_1101_1425,0.30800455881839817
2021_1101_1429,0.4560911142962012
2021_1101_1433,0.40787811838285826
2021_1101_1437,0.26840656551584496
2021_1101_1438,0.21088514322093765
2021_1101_1439,0.4760109484185884
2021_1101_1452,0.3163873053561368
2021_1101_1455,0.4409502451878018
2021_1101_1457,0.3884059315162691
2021_1101_1458,0.4287017335086686
2021_1104_1111,0.8964668334760859
2021_1104_1116,0.5691684318094186
2021_1104_1124,0.38229671651534114
2021_1104_1140,0.6705147433061914
2021_1104_1155,0.7247877373651122
2021_1104_1156,0.899930875399069
2021_1104_1159,0.8084813920024582
2021_1104_1160,0.6721726323221985
2021_1104_1163,0.7482226341434447
2021_1104_1166,0.6555109219250499
2021_1104_1179,0.7557368061798754
2021_1104_1180,0.8721530798788315
2021_1104_1186,0.9050327312051198
2021_1104_1196,0.714472036487509
2021_1104_1199,0.5888057950596313
2021_1104_1207,0.8276282407424383
2021_1104_1210,0.640091363912779
2021_1104_1211,0.30435134921335116
2021_1104_1213,0.8960206429530673
2021_1104_1216,0.9101648513326619
2021_1104_1222,0.33359600829505565
2021_1104_1228,0.48200267249536344
2021_1104_1233,0.8776920836354283
2021_1104_1234,0.3906466640153662
2021_1104_1242,0.5866572104970754
2021_1104_1251,0.8363201014973588
2021_1104_1260,0.5640524643277023
2021_1104_1261,0.6742192497284957
2021_1104_1268,0.7996187588285789
2021_1104_1276,0.517825183401826
2021_1104_1277,0.850469683041498
2021_1104_1281,0.7801255622408984
2021_1104_1287,0.8896972277802889
2021_1104_1291,0.9095165804955357
2021_1104_1313,0.9167230801639475
2021_1104_1314,0.6655268892345982
2021_1104_1317,0.8417265641693619
2021_1104_1325,0.8664210086263705
2021_1104_1326,0.6027587554226383
2021_1104_1328,0.7095990768264706
2021_1104_1329,0.6288811024856749
