ID,Pred
2021_1101_1104,0.13609478443051287
2021_1101_1111,0.7663180282796639
2021_1101_1116,0.18712081411433243
2021_1101_1124,0.09253891684386376
2021_1101_1140,0.38788060885649844
2021_1101_1155,0.3081311972075874
2021_1101_1156,0.5945924261050831
2021_1101_1159,0.469982125736655
2021_1101_1160,0.3128412643301184
2021_1101_1163,0.27256699048192373
2021_1101_1166,0.35949621367336165
2021_1101_1179,0.2766064884872498
2021_1101_1180,0.6876098386193842
2021_1101_1186,0.732866430589886
2021_1101_1196,0.2743886975580462
2021_1101_1199,0.23676978315346303
2021_1101_1207,0.6764441741848726
2021_1101_1210,0.4554250679606006
2021_1101_1211,0.12544235217307625
2021_1101_1213,0.7249251583099192
2021_1101_1216,0.684891556762868
2021_1101_1222,0.06706101619204496
2021_1101_1228,0.3346840001881407
2021_1101_1233,0.7063854363379775
2021_1101_1234,0.390479190413968
2021_1101_1242,0.26202876072742437
2021_1101_1251,0.5457420658753293
2021_1101_1260,0.37019146027833644
2021_1101_1261,0.24627748636137767
2021_1101_1268,0.5871229636306411
2021_1101_1276,0.3075207934044853
2021_1101_1277,0.7516382116644832
2021_1101_1281,0.5
2021_1101_1287,0.6010499099988935
2021_1101_1291,0.7256874535108435
2021_1101_1313,0.7288148066433335
2021_1101_1314,0.37062514483356107
2021_1101_1317,0.3926402314585323
2021_1101_1325,0.5
2021_1101_1326,0.3480719721215826
2021_1101_1328,0.4427621851633724
2021_1101_1329,0.27878513345596884
2021_1101_1331,0.7288336272262724
2021_1101_1332,0.3177773772658896
2021_1101_1333,0.6490862112470566
2021_1101_1345,0.30075764541282124
2021_1101_1353,0.44917496259940337
2021_1101_1361,0.27349006203581405
2021_1101_1364,0.6287203135575569
2021_1101_1382,0.3197479852807251
2021_1101_1393,0.3691416546914846
2021_1101_1397,0.28025503489137304
2021_1101_1400,0.30259415140068574
2021_1101_1403,0.2214274040421487
2021_1101_1411,0.7247260224627853
2021_1101_1417,0.5547356615429808
2021_1101_1422,0.3483426994732116
2021_1101_1425,0.40699529917835414
2021_1101_1429,0.4063545433435545
2021_1101_1433,0.35408446596569637
2021_1101_1437,0.394558784782642
2021_1101_1438,0.22250763365971912
2021_1101_1439,0.45269016587267924
2021_1101_1452,0.34741983384617026
2021_1101_1455,0.6505721699840591
2021_1101_1457,0.4475344748500068
2021_1101_1458,0.4539046130543746
2021_1104_1111,0.9523501368922171
2021_1104_1116,0.5927754389192568
2021_1104_1124,0.3916550089690152
2021_1104_1140,0.801429655416997
2021_1104_1155,0.7382626843284614
