ID,Pred
2021_1101_1104,0.19104361232662478
2021_1101_1111,0.6870341831507812
2021_1101_1116,0.17292980400711894
2021_1101_1124,0.030473655790694387
2021_1101_1140,0.6724803407199257
2021_1101_1155,0.2635150642920333
2021_1101_1156,0.7757877577373145
2021_1101_1159,0.4476478546793229
2021_1101_1160,0.13373145133696765
2021_1101_1163,0.1778713401359254
2021_1101_1166,0.10657311561892277
2021_1101_1179,0.1455916800545308
2021_1101_1180,0.8296527682245844
2021_1101_1186,0.9355511809934973
2021_1101_1196,0.3673667182862142
2021_1101_1199,0.24581777052563933
2021_1101_1207,0.9887300632720221
2021_1101_1210,0.28597192288693724
2021_1101_1211,0.024916124966624525
2021_1101_1213,0.5346111899660263
2021_1101_1216,0.9276200774591766
2021_1101_1222,0.061239754958492314
2021_1101_1228,0.6014998851962132
2021_1101_1233,0.764987452248045
2021_1101_1234,0.020242939164405196
2021_1101_1242,0.16144469624233893
2021_1101_1251,0.8521840565321889
2021_1101_1260,0.24591852836612182
2021_1101_1261,5.340007511582289e-06
2021_1101_1268,0.714467100063345
2021_1101_1276,0.14445938223312144
2021_1101_1277,0.9733510269489188
2021_1101_1281,0.2710959758969571
2021_1101_1287,0.7624323036153486
2021_1101_1291,0.38197097683435327
2021_1101_1313,0.838559722820581
2021_1101_1314,0.24496495071122432
2021_1101_1317,0.41086625387627684
2021_1101_1325,0.23956033065790186
2021_1101_1326,0.22170577211124287
2021_1101_1328,0.2607978682289249
2021_1101_1329,0.4796792656762178
2021_1101_1331,0.9724631505424631
2021_1101_1332,0.1510147242150615
2021_1101_1333,0.8591509179785366
2021_1101_1345,0.0682508897082973
2021_1101_1353,0.6145409122158767
2021_1101_1361,0.19758201068389886
2021_1101_1364,0.5773076830240153
2021_1101_1382,0.03723270912616864
2021_1101_1393,0.013087718429722008
2021_1101_1397,0.21451743551431152
2021_1101_1400,0.4491598629001084
2021_1101_1403,0.07639653951686497
2021_1101_1411,0.8066874350117496
2021_1101_1417,0.32704966021976734
2021_1101_1422,0.38486883252033277
2021_1101_1425,0.07975769464318565
2021_1101_1429,0.1751688008952854
2021_1101_1433,0.32652633348680643
2021_1101_1437,0.06492580533261623
2021_1101_1438,0.24393523086846267
2021_1101_1439,0.4030742149433786
2021_1101_1452,0.008910258419082535
2021_1101_1455,0.6875017192172621
2021_1101_1457,0.5272232196990299
2021_1101_1458,0.7040469687249032
2021_1104_1111,0.9766391236405408
2021_1104_1116,0.46936725947609276
2021_1104_1124,0.2553023816636107
2021_1104_1140,0.5564943567440347
2021_1104_1155,0.6944286940527031
2021_1104_1156,0.9755898598478512
2021_1104_1159,0.6810265240276503
2021_1104_1160,0.780917790486741
2021_1104_1163,0.4402640854179144
2021_1104_1166,0.5241580544444074
2021_1104_1179,0.8170406646228283
2021_1104_1180,0.9911622262169105
2021_1104_1186,0.9680934679079749
2021_1104_1196,0.7009657953992416
2021_1104_1199,0.3245957649974664
2021_1104_1207,0.8725495798171446
2021_1104_1210,0.9282075045854401
2021_1104_1211,0.09076022054132639
2021_1104_1213,0.7058100133369651
2021_1104_1216,0.9944820165034173
2021_1104_1222,0.08135777973160482
2021_1104_1228,0.2609588591497016
2021_1104_1233,0.8954143715890438
2021_1104_1234,0.7575050280204917
2021_1104_1242,0.47411557602452736
2021_1104_1251,0.9914305627839114
2021_1104_1260,0.7353170924082914
2021_1104_1261,0.3343009809728411
2021_1104_1268,0.9843277979846216
2021_1104_1276,0.5568589997882073
2021_1104_1277,0.9552825612585581
2021_1104_1281,0.7524099144094657
2021_1104_1287,0.5955564180915469
2021_1104_1291,0.9376834036409314
2021_1104_1313,0.9349173290305789
2021_1104_1314,0.3724884712173372
2021_1104_1317,0.9349270622252699
2021_1104_1325,0.8431520670598226
2021_1104_1326,0.84712491695343
2021_1104_1328,0.7678237286360925
2021_1104_1329,0.5923928904481215
2021_1104_1331,0.9874310329931791
2021_1104_1332,0.8263848781055786
2021_1104_1333,0.994246998167339
2021_1104_1345,0.30773071687291004
2021_1104_1353,0.9012784042187072
2021_1104_1361,0.4708275656347935
2021_1104_1364,0.9561009373914278
2021_1104_1382,0.464109091868288
2021_1104_1393,0.7933389518896986
2021_1104_1397,0.35369146961803277
2021_1104_1400,0.560528277637027
2021_1104_1403,0.30117796936117436
2021_1104_1411,0.9619552399506012
2021_1104_1417,0.894424847849337
2021_1104_1422,0.6885058232241658
2021_1104_1425,0.3335776061959863
2021_1104_1429,0.15459231526231854
2021_1104_1433,0.6542783290137448
2021_1104_1437,0.8783196605371604
2021_1104_1438,0.9381061315702176
2021_1104_1439,0.7193658263864566
2021_1104_1452,0.6975813615637745
2021_1104_1455,0.9620942862942873
2021_1104_1457,0.7349253430993097
2021_1104_1458,0.9293204963703309
2021_1111_1116,0.03720128350822269
2021_1111_1124,4.56967507123353e-06
2021_1111_1140,0.07746635236889024
2021_1111_1155,0.31771315598878597
2021_1111_1156,0.6040303962644598
2021_1111_1159,0.017175854689263633
2021_1111_1160,0.3546593878810998
2021_1111_1163,0.2445019615269478
2021_1111_1166,0.35241437950486754
2021_1111_1179,0.3183740809452601
2021_1111_1180,0.4937697081158156
2021_1111_1186,0.38800971098377646
2021_1111_1196,0.24965131558645867
2021_1111_1199,0.07584150193588912
2021_1111_1207,0.7198754281698289
2021_1111_1210,0.4303250245205598
2021_1111_1211,1.2728129494359937e-10
2021_1111_1213,0.26137550287641637
2021_1111_1216,0.5254953308756992
2021_1111_1222,6.992144426472552e-06
2021_1111_1228,0.0319988837998069
2021_1111_1233,0.21401272969113708
2021_1111_1234,0.044736468873998896
2021_1111_1242,0.28584048202000256
2021_1111_1251,0.6389389023239332
2021_1111_1260,0.022968316083118587
2021_1111_1261,0.08046849323520691
2021_1111_1268,0.40408353380063955
2021_1111_1276,0.1305853378654841
2021_1111_1277,0.46308093626082514
2021_1111_1281,0.32072672148532894
