Points_mean,Poss_mean,OE_mean,DE_mean,NE_mean,FGM_mean,FGA_mean,FGM3_mean,FGA3_mean,FTM_mean,FTA_mean,OR_mean,DR_mean,Ast_mean,TO_mean,Stl_mean,Blk_mean,Fouls_mean,FG%_mean,FG3%_mean,FT%_mean,OppPoints_mean,OppFGM_mean,OppFGA_mean,OppFGM3_mean,OppFGA3_mean,OppFTM_mean,OppFTA_mean,OppOR_mean,OppDR_mean,OppAst_mean,OppTO_mean,OppStl_mean,OppBlk_mean,OppFouls_mean,OppFG%_mean,OppFG3%_mean,OppFT%_mean,AdjOE_mean,AdjDE_mean,AdjNE_mean,Points_stdev,Poss_stdev,OE_stdev,DE_stdev,NE_stdev,FGM_stdev,FGA_stdev,FGM3_stdev,FGA3_stdev,FTM_stdev,FTA_stdev,OR_stdev,DR_stdev,Ast_stdev,TO_stdev,Stl_stdev,Blk_stdev,Fouls_stdev,FG%_stdev,FG3%_stdev,FT%_stdev,OppPoints_stdev,OppFGM_stdev,OppFGA_stdev,OppFGM3_stdev,OppFGA3_stdev,OppFTM_stdev,OppFTA_stdev,OppOR_stdev,OppDR_stdev,OppAst_stdev,OppTO_stdev,OppStl_stdev,OppBlk_stdev,OppFouls_stdev,OppFG%_stdev,OppFG3%_stdev,OppFT%_stdev,AdjOE_stdev,AdjDE_stdev,AdjNE_stdev,NET_last,WinPct,SOS,SOV,Seed,ExitRound,TeamID,Season
71.72413793103448,67.12801724137933,107.10165976510926,96.74655720719662,10.355102557912655,25.344827586206897,55.241379310344826,7.241379310344827,18.896551724137932,13.793103448275861,19.06896551724138,9.068965517241379,22.896551724137932,14.620689655172415,11.655172413793103,8.0,2.5517241379310347,19.137931034482758,0.4588607594556281,0.3887270109765828,0.7264882824412799,64.89655172413794,22.482758620689655,51.13793103448276,5.724137931034483,17.103448275862068,14.206896551724139,19.655172413793103,8.827586206896552,23.75862068965517,11.10344827586207,15.724137931034482,5.551724137931035,2.9655172413793105,18.06896551724138,0.44121237786904,0.32823846408505325,0.6956804741558549,103.66593879802474,89.14120777166536,14.524731026359353,8.717388693648314,5.380112499597329,12.152188529532264,13.43454271606739,18.812563282737678,3.7164671959468905,3.8205900646798736,2.4019413472093794,4.420522886735482,5.155374232008485,6.689832916230927,2.7907610441790767,4.357671219151482,3.315728381033274,4.520267478116948,2.9594966953276316,1.6935212631460241,4.717715241373946,0.060703755087765134,0.11496854515266963,0.100522197145214,10.04591125468366,3.7748778436976576,5.418513207011135,2.40540414159935,4.221005171889478,7.274799726333638,8.078391193834221,3.5239962182182674,3.3800140013359576,3.8268094893807123,4.2661179294379075,2.6468746292959295,1.3514426167079603,3.8410759491432613,0.06692078987515461,0.12146341216373886,0.15697576575122862,16.948319623962664,17.566754034123367,25.293155281777114,154,0.7931034482758621,0.42215683133649096,0.3569641407190375,15,First Round,1101,2019
67.38709677419355,68.37580645161289,98.76874799424832,105.68240776367031,-6.913659769422019,24.741935483870968,55.32258064516129,7.258064516129032,22.419354838709676,10.64516129032258,15.64516129032258,7.741935483870968,25.548387096774192,13.290322580645162,13.193548387096774,4.806451612903226,1.8064516129032258,16.967741935483872,0.4505994291472112,0.32206727517776235,0.6983279775474923,71.90322580645162,25.70967741935484,56.806451612903224,9.419354838709678,26.387096774193548,11.064516129032258,16.225806451612904,8.129032258064516,25.677419354838708,14.064516129032258,12.161290322580646,7.129032258064516,2.7096774193548385,17.193548387096776,0.4526705889016019,0.3537225128212319,0.6950064522687934,98.68744860751004,106.32900222351093,-7.641553616000859,12.990511225269797,5.520501503453811,18.451141827652037,16.624185360975257,24.139157831039327,5.1366346579001405,9.364955597346448,3.3114439101442166,7.6317426815872444,3.865049238903267,5.5969368759474385,3.609733632702485,5.955960471702165,5.036598624309201,4.914884272182714,2.3059440000853573,1.4237468703686393,3.421788543529321,0.07940004535410113,0.11310114748840262,0.1504180050532193,10.352979433117785,4.371414094576754,4.321136012810413,3.2406111883546735,5.666411616141028,3.3786376703938488,5.356393089596857,3.013324554363031,6.605897154152363,4.950956140116044,3.7682611219838167,3.013324554363031,1.8870278454464084,3.2470269760417083,0.06961456485044036,0.08916593194905557,0.10673947943871642,21.206738342183076,22.50548813483514,32.807137151458676,242,0.41935483870967744,0.491568478368849,0.3340137522840525,,,1102,2019
68.35483870967742,68.73548387096774,99.40178157919257,93.9798897019036,5.421891877288971,23.93548387096774,58.87096774193548,8.870967741935484,28.0,11.612903225806452,16.29032258064516,9.32258064516129,26.806451612903224,11.935483870967742,11.903225806451612,5.612903225806452,3.129032258064516,17.483870967741936,0.40811500797395667,0.3146082188697981,0.7174550991250694,64.58064516129032,23.161290322580644,58.16129032258065,6.548387096774194,22.129032258064516,11.709677419354838,17.774193548387096,11.419354838709678,27.870967741935484,10.225806451612904,13.096774193548388,5.741935483870968,2.6451612903225805,17.516129032258064,0.40005184683464867,0.291101747271504,0.6601879457778108,102.06919318541364,97.60483759329546,4.46435559211816,12.50689716064255,4.671712766116373,16.249275531507845,14.033639758509093,23.755109062278997,5.5876331412063545,6.464503251548568,3.3189770624237376,4.905559716182473,4.389705106965459,6.1811030876221995,3.6223953648076885,4.679532336977701,3.926218601632412,3.104157864185654,2.378362398860227,2.3519646623946047,3.472202682336048,0.08861244802758617,0.10029982489448518,0.13777444314050352,10.60667529785321,4.166663198056135,6.396051070997602,2.6254180579839743,5.422426165019534,4.244112038190782,6.094469610516305,2.768185542312895,5.768333663808287,4.037802639566155,3.6575581375634494,2.2571426689723744,1.8930839678866076,4.102485224301087,0.06803670023022805,0.09125771395752945,0.1253258438853633,18.24543745848554,18.757357643002113,31.48259594233881,114,0.4838709677419355,0.525183025579282,0.4113324185810772,,,1103,2019
71.78787878787878,69.88030303030303,102.45637178528844,102.19842971347357,0.257942071814847,25.060606060606062,56.84848484848485,7.0606060606060606,20.848484848484848,14.606060606060606,21.87878787878788,11.151515151515152,26.424242424242426,12.151515151515152,13.606060606060606,4.606060606060606,4.666666666666667,16.96969696969697,0.4422540530861698,0.33577846012208185,0.670210931232507,71.3030303030303,26.060606060606062,59.60606060606061,6.424242424242424,19.424242424242426,12.757575757575758,18.0,9.969696969696969,24.454545454545453,11.333333333333334,11.878787878787879,6.333333333333333,4.303030303030303,19.03030303030303,0.4394289115854349,0.3346237514371608,0.7125658538791143,108.63680090999455,115.09198133593434,-6.455180425939775,10.02348023924424,4.503137616487101,10.673479500657576,11.949923812824782,16.858630299875713,3.365956066075603,5.488948743646318,2.4238636067662087,4.321343871509306,6.134548927328028,8.441447440717647,4.214845423825188,4.519521984849008,3.1345698281177574,3.5070439416192265,2.386062992124791,2.1555659689428777,3.7778047857296344,0.054029959686040754,0.08656337390859203,0.11949535920964603,8.561665260297481,3.437223985078603,7.54758397602271,2.424999881665764,3.7580644843460593,5.262965537058056,7.397788367294155,3.6637854946212225,3.559800037718403,2.814105882725794,3.5824282923955515,3.100993649809947,2.418174223425455,4.482185941843951,0.04605149603831657,0.12735217905134358,0.1245516415843799,12.47837833581474,20.2892523376102,24.213793745973426,59,0.5454545454545454,0.5727676424466309,0.5088792487638428,,,1104,2019
60.5625,68.162109375,88.93884964016848,105.04488668701975,-16.106037046851284,23.0,56.46875,5.6875,18.0,8.875,14.15625,10.03125,22.0,12.0,15.21875,7.3125,1.53125,18.34375,0.4101869552322104,0.3045976540463097,0.6281861816964854,71.40625,25.34375,54.0625,7.34375,20.78125,13.375,21.0,10.40625,25.78125,13.5625,14.3125,7.6875,3.40625,14.46875,0.47091610488061975,0.35559511615375955,0.6275643711254266,82.68838097441642,94.70759165003557,-12.01921067561916,7.420147825346878,5.601519991448716,9.100963826611816,16.349469109489164,18.862835568261882,3.020761493398643,6.224871359112572,2.7436005084559962,4.235268586524354,3.4072532926097527,5.081273062678289,3.3492944686157413,5.2855936279664935,3.774917217635375,5.26625089010199,3.0045538354304786,1.2743717815064801,4.327307007539447,0.05689362134126516,0.12050826881467129,0.11334696041975137,11.570056652302961,4.7998006143484755,6.348904925260734,3.2940227591047395,5.829528148787001,5.560744104883806,7.352720584926371,3.131087820151329,4.143778280446481,5.396396367021237,3.8845648083150834,3.1567140747935976,1.6929887588226922,3.102261020207681,0.08016230093345116,0.11153780833511467,0.13064460509342085,10.931844110289228,24.642768903202864,25.749621858989023,346,0.15625,0.43292861582692127,0.23455197132616487,,,1105,2019
65.62068965517241,68.99827586206897,95.28567456767881,106.16741669877217,-10.881742131093363,22.448275862068964,56.37931034482759,7.068965517241379,21.96551724137931,13.655172413793103,21.06896551724138,12.10344827586207,22.275862068965516,9.862068965517242,14.482758620689655,6.137931034482759,3.0,18.310344827586206,0.39991051038124986,0.3225155522681151,0.623474350756298,73.37931034482759,25.96551724137931,55.48275862068966,6.931034482758621,20.0,14.517241379310345,20.448275862068964,10.620689655172415,26.24137931034483,14.03448275862069,14.655172413793103,7.241379310344827,3.413793103448276,19.551724137931036,0.47100740552207776,0.35188054115397377,0.6911449879722839,85.6802886607382,94.61838988076234,-8.938101220024125,8.351806713905962,4.540480905689901,11.582059268999718,16.986249845421526,23.03972056851318,4.198408622130875,8.083247013607616,2.3033863299537565,4.319025741200324,6.193856032915229,7.812152489298472,4.105041707429829,4.517372990975587,3.048166638704768,3.691749325139379,2.5559145462353685,2.084425001338954,3.9225558898096202,0.05875793811927912,0.0898283608579913,0.14612604322122114,13.43801553776975,5.4865525801927735,7.541246076744341,2.5316075645486418,6.085596335497508,6.267709748661003,7.355908752769609,4.130740879555496,4.673145381076367,4.342911454873924,3.679166529199763,2.3438131679953695,2.025990458147363,4.27168873088329,0.0924216290052457,0.10126345674748506,0.15296463573650845,12.256693182544641,24.923582361049366,29.727295635422344,330,0.3448275862068966,0.44899978525608786,0.2444399641577061,,,1106,2019
66.80645161290323,67.30120967741935,99.26063570825946,103.21601617897883,-3.9553804707194065,22.516129032258064,54.41935483870968,8.612903225806452,24.774193548387096,13.161290322580646,17.677419354838708,9.258064516129032,24.193548387096776,12.516129032258064,14.096774193548388,6.032258064516129,2.4516129032258065,17.870967741935484,0.4162635472894078,0.34717713786384446,0.7336982488234448,69.48387096774194,25.258064516129032,55.96774193548387,7.870967741935484,21.903225806451612,11.096774193548388,16.93548387096774,9.548387096774194,24.64516129032258,14.35483870967742,12.483870967741936,6.354838709677419,3.6129032258064515,17.322580645161292,0.45209488077093896,0.3571343288856826,0.6621941372153597,94.44529147093701,96.22063515133439,-1.7753436803973854,10.68740396625772,4.589175064273699,14.32138735881093,13.899012579648337,19.55248766636042,3.67968238234818,6.714328412833246,2.309551267054032,3.5714791136605037,6.13344493104523,7.279609599485107,3.1105205656587547,4.644937270583822,3.8843853479975143,4.423943932370006,2.250216777625198,2.2837251639261753,3.730795430916377,0.06321355518503187,0.07554183777423767,0.13248027179811908,10.3825876808767,4.272702113496374,4.253908039770261,2.9918376646908236,4.553303222862939,4.335560675202953,5.999653129064605,3.644162009760529,4.694185745440321,3.9639373314337116,3.2316076868046952,3.0538013022035786,1.8435138144812322,3.946309805654649,0.07501397634337946,0.10500585280772216,0.12923353986330346,15.169120198563858,17.474870566298634,23.702035615649848,271,0.3548387096774194,0.4625766556930056,0.3844411860540893,,,1107,2019
60.333333333333336,67.71342592592593,89.27562533695581,108.18017673740532,-18.904551400449503,21.62962962962963,54.03703703703704,6.111111111111111,19.555555555555557,10.962962962962964,16.48148148148148,10.62962962962963,22.555555555555557,11.25925925925926,16.296296296296298,6.555555555555555,3.4814814814814814,17.925925925925927,0.40457404108643824,0.3188200627743112,0.6759155222122547,73.44444444444444,26.25925925925926,56.18518518518518,6.666666666666667,20.77777777777778,14.25925925925926,20.51851851851852,10.37037037037037,24.74074074074074,16.11111111111111,12.333333333333334,8.148148148148149,2.8518518518518516,15.703703703703704,0.4680733864621854,0.31639277905260554,0.6935924181531055,81.32103933680447,95.68749088526613,-14.366451548461653,9.79039589862697,4.917654003884417,13.988574128476593,13.888177350408496,21.260543139912116,3.733215753586416,8.135343474191652,2.182986967154278,4.939135726865081,4.0136939804871306,5.927777488516313,3.2676659259426337,4.946628731011569,4.842654556646267,3.297752487341047,2.5141574442188355,1.9695904889345677,3.6608633461189832,0.06562966133071661,0.10878528351652811,0.1200001115841225,12.093259014022932,4.599457235230105,5.856538207893915,2.956474376811127,6.2499382713001035,4.903457529906775,5.8901699049277285,3.9266246757625396,5.4947287372305835,4.708804466759354,3.2317865716108862,3.135267768158268,1.75760155817847,3.297752487341046,0.07045089969682741,0.10623871736050891,0.12623370399866898,13.681687493402448,22.439699118101164,26.25388947942546,348,0.2222222222222222,0.4392729090598691,0.2682799561240885,,,1108,2019
72.03333333333333,68.80666666666667,104.61589290819694,100.16008605979387,4.455806848403085,26.0,54.8,6.333333333333333,19.433333333333334,13.7,19.633333333333333,8.4,25.4,13.4,12.866666666666667,7.366666666666666,4.366666666666666,17.333333333333332,0.47698781243990407,0.32891122979868653,0.6959198421918553,69.0,24.9,56.96666666666667,5.066666666666666,17.333333333333332,14.133333333333333,19.833333333333332,9.566666666666666,23.7,12.5,12.2,6.366666666666666,3.2666666666666666,17.533333333333335,0.4399050171313844,0.2905253115780554,0.7034149876756443,103.60806082868902,95.6465081662762,7.961552662412805,10.316599353576848,4.637717575009884,12.794379865124819,12.974792009546126,14.505304742909516,4.123105625617661,6.39478954566398,2.560381915956203,5.295805468062016,5.837522305453459,7.922471555995361,2.973213749463701,5.636783953047459,4.673328578219169,3.2221455929585527,2.845854685132199,2.301931556082606,3.8326086271479496,0.0727474794833124,0.10239783210246096,0.0938151842936658,10.554619841567009,4.068988408273814,5.4005143787935195,2.6449112566503166,5.074993158178201,5.168709273653874,6.154041129389877,3.78314977528279,4.390520090680222,4.185291706281256,3.1559467676119,2.750555499450167,1.9821424996424675,3.930507459462313,0.0752250900985308,0.10985105190641184,0.08881815031664088,12.460855077542135,15.150837433515658,17.243669967831938,177,0.5,0.45114413335843145,0.4132782543641831,,,1110,2019
77.3103448275862,73.8323275862069,104.69464959062076,110.2296768893257,-5.535027298704925,26.413793103448278,59.724137931034484,8.620689655172415,25.03448275862069,15.862068965517242,22.103448275862068,9.448275862068966,24.96551724137931,11.89655172413793,13.172413793103448,5.137931034482759,2.793103448275862,18.344827586206897,0.44284443570713217,0.3436439235501409,0.7269626381174588,81.13793103448276,29.24137931034483,61.55172413793103,7.758620689655173,20.82758620689655,14.89655172413793,20.96551724137931,10.620689655172415,27.17241379310345,13.517241379310345,12.827586206896552,7.241379310344827,3.310344827586207,19.75862068965517,0.47738005439355075,0.3687200239686749,0.7227683889732821,103.62603262145872,110.61876292306955,-6.992730301610842,9.878934216827455,5.311500937743756,10.702429394727757,9.868045054999069,15.008475687137391,4.476122408878334,6.6482901702521655,2.734376220910208,4.327002296092804,4.9391060054603795,7.269894594816241,3.046605877394709,3.727648409318647,2.940148103074787,3.332897315914554,2.622503909218144,1.769069701845608,5.0053479128722085,0.060543651440861226,0.0939749779112283,0.09120129457232022,6.7144935256196785,2.6347174475714574,5.3407103162894725,2.799694224853026,4.161141798852158,6.2220122456690525,8.78275252832736,3.7912221039682077,4.119499178777401,4.515266743983376,4.051980916294726,2.2538116742576815,2.436835826766173,3.8296049351822097,0.04728892057455113,0.10131301684756465,0.10152985564048123,12.740839814333473,16.708123557000135,18.47950917748304,213,0.27586206896551724,0.5103928609229409,0.4640663485221675,,,1111,2019
