TeamID,Points,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,Fouls,OppPoints,OppFGM,OppFGA,OppFGM3,OppFGA3,OppFTM,OppFTA,OppOR,OppDR,OppAst,OppTO,OppStl,OppBlk,OppFouls
1101.0,71.72413793103448,25.344827586206897,55.241379310344826,7.241379310344827,18.896551724137932,13.793103448275861,19.06896551724138,9.068965517241379,22.896551724137932,14.620689655172415,11.655172413793103,8.0,2.5517241379310347,19.137931034482758,64.89655172413794,22.482758620689655,51.13793103448276,5.724137931034483,17.103448275862068,14.206896551724139,19.655172413793103,8.827586206896552,23.75862068965517,11.10344827586207,15.724137931034482,5.551724137931035,2.9655172413793105,18.06896551724138
1104.0,71.78787878787878,25.060606060606062,56.84848484848485,7.0606060606060606,20.848484848484848,14.606060606060606,21.87878787878788,11.151515151515152,26.424242424242426,12.151515151515152,13.606060606060606,4.606060606060606,4.666666666666667,16.96969696969697,71.3030303030303,26.060606060606062,59.60606060606061,6.424242424242424,19.424242424242426,12.757575757575758,18.0,9.969696969696969,24.454545454545453,11.333333333333334,11.878787878787879,6.333333333333333,4.303030303030303,19.03030303030303
1107.0,66.80645161290323,22.516129032258064,54.41935483870968,8.612903225806452,24.774193548387096,13.161290322580646,17.677419354838708,9.258064516129032,24.193548387096776,12.516129032258064,14.096774193548388,6.032258064516129,2.4516129032258065,17.870967741935484,69.48387096774194,25.258064516129032,55.96774193548387,7.870967741935484,21.903225806451612,11.096774193548388,16.93548387096774,9.548387096774194,24.64516129032258,14.35483870967742,12.483870967741936,6.354838709677419,3.6129032258064515,17.322580645161292
1112.0,70.90625,24.8125,58.15625,7.34375,21.84375,13.9375,19.375,10.125,24.71875,12.4375,11.59375,5.15625,2.28125,18.5625,68.90625,24.59375,54.84375,6.65625,20.25,13.0625,19.21875,8.625,25.5625,11.75,14.09375,5.40625,3.84375,19.40625
1113.0,77.8125,26.59375,59.46875,7.25,21.25,17.375,25.90625,12.15625,27.8125,13.59375,13.59375,6.21875,3.21875,19.90625,73.0625,24.21875,58.6875,8.5625,25.5,16.0625,22.65625,10.0,25.21875,13.28125,13.90625,6.34375,3.46875,21.65625
1114.0,73.55172413793103,26.0,53.827586206896555,6.551724137931035,18.413793103448278,15.0,22.896551724137932,7.862068965517241,25.75862068965517,13.793103448275861,16.551724137931036,5.448275862068965,2.6206896551724137,20.551724137931036,76.34482758620689,25.586206896551722,57.310344827586206,8.758620689655173,24.79310344827586,16.413793103448278,23.103448275862068,9.724137931034482,24.551724137931036,13.89655172413793,14.206896551724139,5.724137931034483,2.4827586206896552,21.20689655172414
1116.0,75.46875,26.40625,59.125,7.53125,22.0,15.125,22.75,10.25,23.28125,16.03125,13.28125,8.28125,4.875,20.40625,72.59375,24.125,56.75,8.15625,23.9375,16.1875,23.4375,12.625,25.6875,12.90625,16.59375,6.09375,3.1875,21.6875
1120.0,78.88235294117646,27.029411764705884,60.44117647058823,11.411764705882353,29.970588235294116,13.411764705882353,18.735294117647058,11.735294117647058,21.941176470588236,14.411764705882353,12.147058823529411,9.294117647058824,4.764705882352941,18.38235294117647,68.58823529411765,23.235294117647058,52.94117647058823,8.323529411764707,23.38235294117647,13.794117647058824,19.352941176470587,10.764705882352942,24.176470588235293,12.029411764705882,17.58823529411765,5.911764705882353,3.676470588235294,17.205882352941178
1122.0,80.06451612903226,28.548387096774192,61.45161290322581,7.870967741935484,20.967741935483872,15.096774193548388,21.322580645161292,11.709677419354838,24.35483870967742,13.129032258064516,11.96774193548387,7.0,3.2580645161290325,18.129032258064516,75.06451612903226,26.903225806451612,58.25806451612903,7.419354838709677,21.870967741935484,13.838709677419354,19.93548387096774,10.451612903225806,24.516129032258064,13.903225806451612,14.96774193548387,5.741935483870968,3.3548387096774195,19.70967741935484
1124.0,71.65625,25.5,57.90625,7.9375,23.375,12.71875,18.875,13.375,24.59375,13.84375,13.28125,6.125,4.75,18.78125,67.1875,23.21875,55.03125,7.09375,20.78125,13.65625,20.09375,9.96875,21.6875,12.84375,12.40625,5.96875,4.21875,18.03125
