team_id,title_probability,TeamName
1196,0.9999856078551187,Florida
1438,1.0420367971944278e-05,Virginia
1112,2.5684429375536475e-06,Arizona
1181,9.116172570328367e-07,Duke
1276,4.917167147535753e-07,Michigan
1116,7.635742257334557e-17,Arkansas
1211,7.167877659362702e-22,Gonzaga
1345,0.0,Purdue
1140,0.0,BYU
1301,0.0,NC State
1400,0.0,Texas
1244,0.0,Kennesaw
1274,0.0,Miami FL
1281,0.0,Missouri
1474,0.0,Queens NC
1458,0.0,Wisconsin
1219,0.0,High Point
1218,0.0,Hawaii
1437,0.0,Villanova
1429,0.0,Utah St
1254,0.0,LIU Brooklyn
1235,0.0,Iowa St
1397,0.0,Tennessee
1275,0.0,Miami OH
1374,0.0,SMU
1460,0.0,Wright St
1246,0.0,Kentucky
1365,0.0,Santa Clara
1398,0.0,Tennessee St
1104,0.0,Alabama
1403,0.0,Texas Tech
1103,0.0,Akron
1220,0.0,Hofstra
1208,0.0,Georgia
1387,0.0,St Louis
1224,0.0,Howard
1420,0.0,UMBC
1222,0.0,Houston
1228,0.0,Illinois
1314,0.0,North Carolina
1433,0.0,VCU
1335,0.0,Penn
1388,0.0,St Mary's CA
1401,0.0,Texas A&M
1225,0.0,Idaho
1304,0.0,Nebraska
1435,0.0,Vanderbilt
1270,0.0,McNeese St
1407,0.0,Troy
1155,0.0,Clemson
1234,0.0,Iowa
1250,0.0,Lehigh
1341,0.0,Prairie View
1163,0.0,Connecticut
1277,0.0,Michigan St
1257,0.0,Louisville
1378,0.0,South Florida
1295,0.0,N Dakota St
1417,0.0,UCLA
1416,0.0,UCF
1202,0.0,Furman
1242,0.0,Kansas
1385,0.0,St John's
1320,0.0,Northern Iowa
1465,0.0,Cal Baptist
1326,0.0,Ohio St
1395,0.0,TCU
1373,0.0,Siena
