team_id,title_probability,TeamName
1196,0.9999996499021725,Florida
1438,3.436544531578494e-07,Virginia
1181,6.4370220368935585e-09,Duke
1276,3.978524878433266e-12,Michigan
1228,1.3465976300895252e-12,Illinois
1112,1.027425488378046e-12,Arizona
1222,4.772986985603768e-18,Houston
1211,6.59123855075702e-19,Gonzaga
1163,9.76124365414815e-22,Connecticut
1345,1.130832941655773e-25,Purdue
1104,6.15851706044437e-27,Alabama
1116,4.758024542079713e-27,Arkansas
1437,1.0054013394364312e-29,Villanova
1304,7.902610868986959e-30,Nebraska
1140,4.7926504825407446e-30,BYU
1235,2.4898541238660096e-30,Iowa St
1277,2.7093393563658685e-31,Michigan St
1388,8.216942996237999e-32,St Mary's CA
1242,7.67766435456685e-32,Kansas
1365,1.8346042505311266e-32,Santa Clara
1397,2.7386202171060887e-33,Tennessee
1458,3.541237289348362e-35,Wisconsin
1403,8.47662790246786e-40,Texas Tech
1474,3.1110431877349235e-40,Queens NC
1274,2.842482948578467e-40,Miami FL
1429,6.203730533219238e-41,Utah St
1254,2.8509980227037833e-41,LIU Brooklyn
1314,2.2535940489943523e-41,North Carolina
1435,1.7565541228363941e-41,Vanderbilt
1218,4.640305828035377e-42,Hawaii
1320,2.627130261553971e-43,Northern Iowa
1234,2.208326835657635e-43,Iowa
1224,2.043784817479481e-43,Howard
1398,1.016048687426575e-43,Tennessee St
1420,8.685827732305213e-44,UMBC
1219,3.215772643051382e-44,High Point
1341,4.2595784338381696e-45,Prairie View
1373,2.87377764543842e-45,Siena
1270,1.9732445525448057e-45,McNeese St
1281,1.8163813807703767e-45,Missouri
1417,1.0990288779195623e-45,UCLA
1395,3.5534278777742585e-46,TCU
1460,2.2579858476019918e-46,Wright St
1257,1.08441691377015e-46,Louisville
1244,5.889846111974177e-47,Kennesaw
1295,2.5015645276851827e-47,N Dakota St
1202,1.7231197642517505e-47,Furman
1374,8.920140269964554e-49,SMU
1465,4.872908606123085e-49,Cal Baptist
1385,2.0943191516917903e-49,St John's
1326,8.891491663488093e-50,Ohio St
1416,2.542014998470546e-50,UCF
1400,5.643411252739913e-51,Texas
1246,4.979682140607176e-51,Kentucky
1301,1.2002382996222694e-51,NC State
1250,9.068983033812942e-52,Lehigh
1387,4.122512679675413e-52,St Louis
1208,1.7622122984185498e-52,Georgia
1220,1.369125029001049e-52,Hofstra
1378,1.1575727856817534e-52,South Florida
1103,1.827247577788129e-53,Akron
1407,6.690779254273144e-56,Troy
1155,1.7417492582875094e-56,Clemson
1275,1.8167044813317018e-57,Miami OH
1335,2.3714672255971762e-58,Penn
1225,1.3680545982845668e-59,Idaho
1433,6.568574747886642e-65,VCU
1401,8.743985423454444e-70,Texas A&M
